cod_tarif,regiao,cod_modelo,ano_modelo,sexo,idade,exposicao1,premio1,exposicao2,premio2,is_media,freq_sin1,indeniz1,freq_sin2,indeniz2,freq_sin3,indeniz3,freq_sin4,indeniz4,freq_sin9,indeniz9,envio
3,12,001235-1,2007,J,2,0.413698643445969,586.259582519531,0,0,19.9999991355353,0,0,0,0,0,0,0,0,0,0,2018A
1,36,003420-7,2016,F,2,1.58356161415577,2754.44216918945,0,0,67776.4974890756,0,0,0,0,0,0,0,0,0,0,2018A
1,12,023089-8,2012,F,3,5.11780801881105,5924.11519956589,0,0,32309.1224143103,0,0,1,1975,0,0,0,0,8,2351,2018A
1,09,053287-7,2012,M,4,0.504109561443329,1332.24047851563,0,0,54763.0016287213,0,0,0,0,0,0,0,0,0,0,2018A
3,14,005247-7,2006,M,5,0.41095891594886796,457.78689575195295,0,0,19.9999997099241,0,0,0,0,0,0,0,0,0,0,2018A
3,20,002088-5,2006,M,3,0.120547942817211,472.338806152344,0,0,52240.9986823589,0,0,0,0,0,0,0,0,0,0,2018A
1,38,023147-9,2017,F,4,1.01095888763666,1423.99884033203,0,0,48658.8073091031,0,0,1,3695,0,0,0,0,0,0,2018A
1,01,001246-7,2013,J,4,0.5041095763444899,759.857513427734,0,0,21227.7393479635,0,0,0,0,0,0,0,0,0,0,2018A
3,14,053236-6,2011,M,5,0.49589040130376794,974.7022094726559,0,0,65947.4373488473,0,0,0,0,0,0,0,0,0,0,2018A
1,10,004407-5,2014,M,4,0.49863013625145003,1050.72680664063,0,0,40126.9995440269,0,0,0,0,0,0,0,0,0,0,2018A
1,31,005345-7,2013,M,2,0.263013690710068,208.0,0,0,23.9999990935127,0,0,0,0,0,0,0,0,0,0,2018A
2,03,003335-9,2011,M,5,2.7178081274032597,3896.50817871094,0,0,44109.5979585086,0,0,0,0,0,0,0,0,0,0,2018A
4,15,509014-8,2011,0,0,1.0082191228866602,4747.88305664063,0,0,101787.001687367,0,0,0,0,0,0,0,0,0,0,2018A
1,41,024146-6,2013,F,4,0.504109561443329,608.8087158203131,0,0,23228.000273838,0,0,0,0,0,0,0,0,0,0,2018A
2,07,005348-1,2013,F,2,1.4547944664955101,5061.16711425781,0,0,73777.0535224131,0,0,0,0,0,0,0,0,1,118,2018A
3,20,005340-6,2015,0,2,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,118071,2018A
1,02,005206-0,2005,J,2,0.45753425359726,537.959045410156,0,0,16525.999699589,0,0,0,0,0,0,0,0,0,0,2018A
3,10,024170-9,2012,F,4,0.0301369857043028,23.683059692382802,0,0,20445.000765713998,0,0,0,0,0,0,0,0,0,0,2018A
3,23,005320-1,2014,F,2,0.7041096016764641,2598.19827270508,0,0,28429.0049415585,0,0,0,0,0,0,0,0,0,0,2018A
1,21,011110-4,2012,M,5,0.50684928894043,349.754089355469,0,0,32365.0857583683,0,0,0,0,0,0,0,0,2,112,2018A
2,21,008197-3,2016,F,5,0.49041095376014704,1427.5983886718802,0,0,133034.002464714,0,0,0,0,0,0,0,0,0,0,2018A
1,20,005392-9,2017,J,0,2.01917804777622,2750.53063583374,0,0,34897.5614540435,0,0,0,0,0,0,0,0,0,0,2018A
1,13,015090-8,2015,0,2,0.44931507110595703,480.26345825195295,0,0,44424.000730142405,0,0,0,0,0,0,0,0,0,0,2018A
1,19,014049-0,2010,J,0,0.504109561443329,851.1256713867191,0,0,38165.000762513504,0,0,0,0,0,0,0,0,0,0,2018A
1,06,014089-9,2017,F,3,1.86575340293348,4832.63106155396,0,0,120660.38245519699,0,0,0,0,0,0,0,0,0,0,2018A
9,39,513220-7,2014,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,868,2018A
1,23,001249-1,2010,F,1,0.00821917783468962,15.5081968307495,0,0,24058.000475226,0,0,0,0,0,0,0,0,0,0,2018A
1,01,005199-3,2005,F,1,0.504109561443329,350.907104492188,0,0,14858.000386163601,0,0,0,0,0,0,0,0,0,0,2018A
1,18,025050-3,2004,F,5,0.180821910500526,150.213119506836,0,0,12627.0000960053,0,0,0,0,0,0,0,0,0,0,2018A
1,25,001427-3,2016,M,3,0.506849311292171,682.671234130859,0,0,10009.3239099224,0,0,0,0,0,0,0,0,0,0,2018A
1,05,011166-0,2017,F,4,3.3397259414196,5562.73184204102,0,0,61812.09938205349,0,0,0,0,0,0,0,0,0,0,2018A
1,11,001419-2,2016,F,1,0.504109561443329,916.9161987304691,0,0,30880.9997215507,0,0,0,0,0,0,0,0,0,0,2018A
4,12,515070-1,2001,J,4,0.504109561443329,1079.86889648438,0,0,52000.0001399932,0,0,0,0,0,0,0,0,0,0,2018A
3,38,002096-6,2014,J,5,1.51232868432999,6524.95336914063,0,0,143571.334144994,0,0,0,0,0,0,0,0,0,0,2018A
1,13,005376-7,2016,F,4,18.8684924943373,18114.608171463,0,0,29808.8042662406,0,0,0,0,0,0,0,0,4,976,2018A
3,15,004357-5,2012,F,1,0.39726027846336404,614.5616455078131,0,0,48254.0024178829,0,0,0,0,0,0,0,0,0,0,2018A
1,39,005275-2,2014,M,5,38.8958891453221,37190.0404639244,0,0,26086.3323825531,0,0,2,4004,0,0,0,0,5,3198,2018A
1,12,004278-1,2005,F,2,0.504109561443329,380.065582275391,0,0,14763.9995530623,0,0,0,0,0,0,0,0,0,0,2018A
3,25,015064-9,2012,J,0,2.0219177342951298,2359.3087310791,0,0,41428.4752189494,0,0,0,0,0,0,0,0,0,0,2018A
1,14,001385-4,2014,F,2,0.676712334156036,1082.99725341797,0,0,41967.9862074177,0,0,0,0,0,0,0,0,0,0,2018A
3,11,025157-7,2009,M,3,0.0328767113387585,80.32786560058591,0,0,56256.0017041962,0,0,0,0,0,0,0,0,0,0,2018A
3,11,015086-0,2013,J,3,4.30136970430613,14431.617889404299,0,0,65198.529300556795,0,0,0,0,0,0,0,0,0,0,2018A
1,23,005397-0,2018,J,4,0.22739726305007898,521.6492919921881,0,0,45498.998173832195,0,0,0,0,0,0,0,0,0,0,2018A
1,19,150886-6,2018,F,2,0.323287665843964,621.918029785156,0,0,45394.000028393,0,0,0,0,0,0,0,0,0,0,2018A
2,01,008159-0,2016,M,5,1.73972596786916,6239.40884399414,0,0,109530.440031088,0,0,0,0,0,0,0,0,0,0,2018A
4,18,082003-2,2013,M,2,0.17260274291038502,278.680328369141,0,0,23877.9994664675,0,0,0,0,0,0,0,0,0,0,2018A
2,12,024185-7,2013,M,2,0.504109561443329,720.6456909179691,0,0,44756.9999982264,0,0,0,0,0,0,0,0,0,0,2018A
3,12,022103-1,2011,F,2,0.057534247636794995,272.713104248047,0,0,78277.0016715626,0,0,0,0,0,0,0,0,0,0,2018A
9,04,516014-6,2004,J,0,0.10410959273576699,1066.45812988281,0,0,115699.001984706,0,0,0,0,0,0,0,0,0,0,2018A
3,00,022107-4,2009,J,0,0.00273972610011697,7.150273323059079,0,0,87722.0022187409,0,0,0,0,0,0,0,0,0,0,2018A
3,06,001291-2,2013,M,5,48.712327547837,40367.5661976337,0,0,26720.409431158798,1,27720,5,13137,0,0,0,0,1,428,2018A
5,07,811070-0,2005,M,1,0.309589026961476,117.010932743549,0,0,3365.24792038127,0,0,0,0,0,0,0,0,0,0,2018A
1,39,005351-1,2016,M,4,0.123287670314312,126.930526733398,0,0,38933.9989879976,0,0,0,0,0,0,0,0,0,0,2018A
1,11,005002-4,1999,M,0,0.495890408754349,238.16667175293,0,0,8884.392560970491,0,0,0,0,0,0,0,0,4,233,2018A
3,39,002142-3,2018,M,2,0.42191779613494895,2782.09838867188,0,0,185.999993784087,0,0,0,0,0,0,0,0,0,0,2018A
1,03,001224-6,2009,M,5,4.61095876805484,3097.63707351685,0,0,20881.599248058898,0,0,0,0,0,0,0,0,0,0,2018A
1,10,001246-7,2012,J,0,0.175342470407486,208.96174621582,0,0,19785.000581115,0,0,0,0,0,0,0,0,0,0,2018A
2,18,018085-8,2016,F,5,4.038356010802089,8594.07582092285,0,0,64224.4421551899,0,0,0,0,0,0,0,0,0,0,2018A
1,04,015088-6,2017,M,2,6.8684930391609695,8538.68629837036,0,0,42753.648850205296,0,0,0,0,0,0,0,0,0,0,2018A
1,19,023152-5,2017,M,2,0.504109561443329,704.8306274414059,0,0,84232.99894307519,0,0,0,0,0,0,0,0,0,0,2018A
1,12,025097-0,2008,J,0,1.4547945261001598,578.038330078125,0,0,16801.9995901243,0,0,0,0,0,0,0,0,0,0,2018A
5,12,811038-7,2001,M,1,1.01369861699641,1546.66186237335,0,0,14210.4221208635,0,0,0,0,0,0,0,0,2,159,2018A
3,18,028013-5,2012,M,5,17.7863007024862,29792.4965395927,0,0,45129.403540720996,0,0,0,0,0,0,0,0,3,918,2018A
3,29,018079-3,2016,F,3,0.504109561443329,2308.54638671875,0,0,106964.997788604,0,0,1,19441,0,0,0,0,1,1524,2018A
3,38,025175-5,2015,M,3,0.504109561443329,1185.44262695313,0,0,65693.9982678209,0,0,0,0,0,0,0,0,0,0,2018A
1,06,001313-7,2013,F,1,0.871232852339745,998.862716674805,0,0,31880.2202422144,0,0,1,709,0,0,0,0,0,0,2018A
3,26,005349-0,2016,J,3,0.504109561443329,2425.775390625,0,0,121520.00123912901,0,0,0,0,0,0,0,0,0,0,2018A
1,07,001262-9,2011,M,0,0.36986300349235496,530.7786865234381,0,0,16019.999356998302,0,0,0,0,0,0,0,0,0,0,2018A
3,13,028026-7,2015,M,4,0.43013698980212206,999.064804077148,0,0,68232.6637186603,0,0,0,0,0,0,0,0,0,0,2018A
1,07,005285-0,2013,F,3,0.88767122849822,2281.99996948242,0,0,50654.465887063205,0,0,0,0,0,0,0,0,0,0,2018A
1,18,001188-6,2003,M,5,0.50684928894043,414.521850585938,0,0,14626.2004478146,0,0,0,0,0,0,0,0,0,0,2018A
3,9 ,024181-4,2011,M,0,0.200000002980232,208.199996948242,0,0,61027.0010437518,0,0,0,0,0,0,0,0,0,0,2018A
1,28,025227-1,2016,F,4,0.15616437792778,139.696716308594,0,0,37810.0004217552,0,0,0,0,0,0,0,0,0,0,2018A
1,14,024214-4,2017,M,5,0.263013698160648,588.5355224609381,0,0,36198.2903266388,0,0,0,0,0,0,0,0,0,0,2018A
1,19,002109-1,2013,M,4,13.767122845165401,22044.6474905014,0,0,51214.867174444196,0,0,1,9099,0,0,0,0,2,939,2018A
4,39,999999-9,1996,J,0,0.7999999970197679,1835.45623016357,0,0,24846.8689890462,0,0,0,0,0,0,0,0,0,0,2018A
1,41,005365-1,2017,M,4,0.495890408754349,507.88796997070295,0,0,33426.0000191114,0,0,0,0,0,0,0,0,0,0,2018A
1,12,005248-5,2010,M,4,0.695890381932259,682.3530731201171,0,0,26081.409125696602,0,0,0,0,0,0,0,0,0,0,2018A
1,19,073007-6,2015,F,3,0.6164383646100761,653.483604431152,0,0,28582.0894806359,0,0,0,0,0,0,0,0,0,0,2018A
3,18,027047-4,2009,J,0,0.506849309429526,1027.79779434204,0,0,49963.8596619898,0,0,0,0,0,0,0,0,0,0,2018A
3,19,001391-9,2013,M,3,0.8301369640976191,1385.13531494141,0,0,37358.8871539704,0,0,0,0,0,0,0,0,0,0,2018A
2,11,025175-5,2018,F,2,0.0684931501746178,425.068298339844,0,0,100.999998368323,0,0,0,0,0,0,0,0,0,0,2018A
1,08,001324-2,2011,F,4,0.504109561443329,755.606567382813,0,0,23093.000478743597,0,0,0,0,0,0,0,0,0,0,2018A
1,07,014070-8,2012,F,4,0.0657534226775169,53.9285697937012,0,0,34047.9988687038,0,0,0,0,0,0,0,0,0,0,2018A
1,03,005418-6,2017,0,2,0.504109561443329,373.282318115234,0,0,64590.0018376469,0,0,0,0,0,0,0,0,0,0,2018A
3,28,028015-1,2014,M,2,0.0712328776717186,212.612899780273,0,0,46570.9983774226,0,0,0,0,0,0,0,0,0,0,2018A
1,13,025162-3,2010,M,4,0.504109561443329,673.661193847656,0,0,27490.999270592998,0,0,0,0,0,0,0,0,0,0,2018A
3,25,022116-3,2015,M,3,0.504109561443329,2157.0849609375,0,0,83237.9972963818,0,0,0,0,0,0,0,0,0,0,2018A
3,39,009142-1,2011,M,5,0.350684940814972,1400.65576171875,0,0,73375.0007990119,0,0,0,0,0,0,0,0,0,0,2018A
1,28,025187-9,2014,F,2,2.82465746253729,3734.59282684326,0,0,36623.903360186,0,0,0,0,0,0,0,0,0,0,2018A
1,10,025193-3,2014,F,0,0.504109561443329,502.732238769531,0,0,57989.998079586796,0,0,0,0,0,0,0,0,0,0,2018A
5,18,826038-9,2015,M,5,0.506849318742752,1854.2321777343802,0,0,59928.0112579255,0,0,0,0,0,0,0,0,0,0,2018A
1,39,001358-7,2018,M,3,0.504109561443329,37.704917907714794,0,0,45.000001064137294,0,0,0,0,0,0,0,0,0,0,2018A
1,09,004359-1,2009,F,5,2.0164382457733203,1765.59561157227,0,0,18553.9999529415,0,0,0,0,0,0,0,0,2,143,2018A
2,05,088001-9,2014,M,5,0.526027370244265,626.797801971436,0,0,39348.2902597148,0,0,0,0,0,0,0,0,0,0,2018A
1,10,001305-6,2013,F,2,0.210958898067474,130.437164306641,0,0,23800.999914389904,0,0,0,0,0,0,0,0,0,0,2018A
2,18,011089-2,2009,F,3,4.824657423887401,9119.83135557175,0,0,34539.943621943,0,0,0,0,0,0,0,0,1,326,2018A
1,18,025029-5,2000,M,5,1.0082191228866602,963.353424072266,0,0,11412.0002426233,0,0,0,0,0,0,0,0,0,0,2018A
3,39,023070-7,2007,M,5,0.504109561443329,995.91259765625,0,0,55600.001133188,0,0,0,0,0,0,0,0,0,0,2018A
1,16,025151-8,2010,J,4,0.506849326193333,383.59562301635697,0,0,16636.5673888161,0,0,0,0,0,0,0,0,0,0,2018A
3,01,999999-9,2012,J,4,10.4684927538037,33790.9605865479,0,0,64859.3669553407,0,0,0,0,0,0,0,0,0,0,2018A
1,03,005251-5,2011,J,3,0.44931507110595703,392.367134094238,0,0,29171.2081775944,0,0,0,0,0,0,0,0,0,0,2018A
4,01,509084-9,2005,M,4,0.504109561443329,2177.24926757813,0,0,100872.998367968,0,0,0,0,0,0,0,0,0,0,2018A
1,03,014045-7,2012,M,3,1.9479451179504401,2619.69403076172,0,0,37901.5617170244,0,0,1,3424,0,0,0,0,0,0,2018A
4,08,501007-1,1994,0,0,0.416438356041908,611.6557388305661,0,0,21727.736670208502,0,0,0,0,0,0,0,0,0,0,2018A
1,35,004424-5,2015,M,4,0.939726002514362,1007.8793182372999,0,0,34532.0076293039,0,0,0,0,0,0,0,0,1,913,2018A
2,03,023154-1,2018,M,2,0.17260274291038502,167.225234985352,0,0,85632.99739708651,0,0,0,0,0,0,0,0,0,0,2018A
1,37,015119-0,2015,F,1,0.506849303841591,570.314224243164,0,0,38359.6206006565,0,0,0,0,0,0,0,0,0,0,2018A
1,08,004293-5,2005,M,3,2.3287670761346804,1961.06770324707,0,0,18840.4964400483,1,2039,0,0,0,0,0,0,4,2078,2018A
1,18,001354-4,2014,F,3,1.10410959273577,2276.07640075684,0,0,35857.2058177779,0,0,0,0,0,0,0,0,0,0,2018A
5,11,811099-9,2012,J,0,0.210958898067474,115.710380554199,0,0,4974.00005368289,0,0,0,0,0,0,0,0,0,0,2018A
1,13,014050-3,2007,F,4,14.9123284555972,17698.900177002,0,0,31648.0277517063,1,32494,0,0,0,0,0,0,2,432,2018A
1,23,025139-9,2017,M,0,0.504109561443329,803.7099609375,0,0,36716.0001206022,0,0,0,0,0,0,0,0,0,0,2018A
1,01,110728-8,2010,F,1,0.504109561443329,533.39892578125,0,0,19917.0008939936,0,0,0,0,0,0,0,0,0,0,2018A
1,15,002028-1,2005,M,3,3.22739718854427,3305.60655212402,0,0,23821.7969909813,0,0,0,0,0,0,0,0,0,0,2018A
3,07,002143-1,2017,M,3,12.602739457040999,45262.5569343567,0,0,97277.452700985,0,0,1,766,0,0,0,0,2,868,2018A
5,07,803029-4,2014,M,5,2.26027385890484,6594.68734741211,0,0,54011.5270954772,0,0,0,0,0,0,0,0,0,0,2018A
1,38,003283-2,2012,J,0,0.468493163585663,536.360656738281,0,0,40176.0006412205,0,0,0,0,0,0,0,0,0,0,2018A
1,16,014067-8,2011,M,4,10.958903773687801,11564.3170833588,0,0,35500.3862937342,0,0,0,0,0,0,0,0,0,0,2018A
1,23,005078-4,2003,F,5,0.504109561443329,323.759552001953,0,0,14488.0004455188,0,0,0,0,0,0,0,0,0,0,2018A
1,18,025255-7,2018,M,5,2.42191773466766,5075.56314849854,0,0,49650.080815558205,0,0,0,0,0,0,0,0,0,0,2018A
1,14,025214-0,2015,F,2,3.7041095197200797,3374.25410461426,0,0,34525.213994695696,0,0,1,1992,0,0,0,0,0,0,2018A
3,29,002146-6,2017,0,0,0.22739726305007898,1017.3169555664099,0,0,223168.99882860002,0,0,0,0,0,0,0,0,0,0,2018A
3,04,004377-0,2011,M,4,1.52602731436491,1912.49369430542,0,0,33507.906116182,0,0,0,0,0,0,0,0,1,895,2018A
5,21,811085-9,2014,M,2,5.967123039066791,2224.1580505371103,0,0,3996.28648073129,0,0,0,0,0,0,0,0,0,0,2018A
2,07,008112-4,2004,F,4,0.41095891594886796,1197.53430175781,0,0,100636.99866325801,0,0,0,0,0,0,0,0,0,0,2018A
3,12,003318-9,2007,F,3,0.504109561443329,288.96307373046903,0,0,24275.9999172338,0,0,0,0,0,0,0,0,0,0,2018A
9,28,515110-4,2006,J,0,0.109589040279388,42.622951507568395,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2018A
2,15,004428-8,2013,F,3,0.35890412330627397,210.12634277343798,0,0,33156.000231175,0,0,0,0,0,0,0,0,0,0,2018A
1,03,014094-5,2018,J,5,0.39726027846336404,353.78414916992205,0,0,80160.0021245562,0,0,0,0,0,0,0,0,0,0,2018A
4,05,999999-9,2007,M,2,2.15342461876571,7599.170032501221,0,0,65965.21597193049,0,0,0,0,0,0,0,0,0,0,2018A
1,14,005259-0,2009,M,1,0.23561644554138197,117.599998474121,0,0,30257.999224890096,0,0,0,0,0,0,0,0,0,0,2018A
2,12,005370-8,2014,M,4,1.0082191228866602,1888.16436767578,0,0,65456.9969916838,0,0,0,0,0,0,0,0,1,812,2018A
1,40,005433-0,2017,M,5,0.5863013416528701,777.8180541992191,0,0,44591.521858184504,0,0,0,0,0,0,0,0,0,0,2018A
3,  ,033103-1,2015,M,5,0.167123287916183,799.5,0,0,160333.00469584198,0,0,0,0,0,0,0,0,0,0,2018A
1,29,015100-9,2016,F,2,1.37808212498203,1965.7645406723002,0,0,46212.3157495845,0,0,0,0,0,0,0,0,0,0,2018A
9,07,513076-0,1999,0,0,0.30684930086135903,775.408203125,0,0,0.0,0,0,0,0,0,0,0,0,1,485,2018A
1,09,003368-5,2014,M,5,5.02465739473701,7541.22045135498,0,0,50555.7796704793,0,0,0,0,0,0,0,0,4,336,2018A
9,30,509274-4,2013,J,0,2.5260272920131697,13008.571105957,0,0,201632.96132692602,0,0,0,0,0,0,0,0,0,0,2018A
4,14,515112-0,2010,M,3,1.45479445159435,13599.113616943401,0,0,137329.423937123,0,0,0,0,1,117845,0,0,2,21077,2018A
9,28,001283-1,2016,J,0,0.504109561443329,1096.96179199219,0,0,79224.9962699622,0,0,0,0,0,0,0,0,0,0,2018A
3,11,068002-8,2010,J,0,0.34520548582077004,376.278686523438,0,0,16273.999847019499,0,0,0,0,0,0,0,0,0,0,2018A
3,12,056005-7,2001,M,2,0.504109561443329,1213.09289550781,0,0,40104.0013781761,0,0,0,0,0,0,0,0,0,0,2018A
3,17,001277-7,2010,F,3,1.15616434812546,1774.7917785644502,0,0,32561.5176435344,0,0,0,0,0,0,0,0,3,286,2018A
1,06,023020-0,2012,M,3,0.50684928894043,487.625671386719,0,0,32580.243867010402,0,0,0,0,0,0,0,0,0,0,2018A
1,01,043630-0,2011,F,5,0.093150682747364,52.6721305847168,0,0,25942.9999117775,0,0,0,0,0,0,0,0,0,0,2018A
1,09,001372-2,2013,M,2,24.6520540891215,30130.452246666002,0,0,26925.8010025648,3,80539,2,7328,0,0,0,0,20,2634,2018A
3,09,015064-9,2011,F,4,3.4849314615130402,4419.326766967771,0,0,38022.1122812948,0,0,0,0,0,0,0,0,0,0,2018A
1,18,024030-3,2000,M,3,0.504109561443329,323.2568359375,0,0,10350.0004339316,0,0,0,0,0,0,0,0,0,0,2018A
1,07,004452-0,2015,0,0,0.57808218896389,510.237686157227,0,0,38187.503518429505,0,0,0,0,0,0,0,0,0,0,2018A
1,  ,003289-1,2011,F,4,1.2849314510822298,1208.0737609863302,0,0,23998.256654175697,0,0,0,0,0,0,0,0,0,0,2018A
2,13,004399-0,2014,M,3,0.47397258877754206,591.3197021484381,0,0,53584.9981915735,0,0,0,0,0,0,0,0,0,0,2018A
1,19,005280-9,2014,M,5,8.967123009264471,10521.635087966899,0,0,35844.056907859,0,0,1,5583,1,38209,0,0,0,0,2018A
3,06,015068-1,2011,M,2,0.15342465043067902,2568.39892578125,0,0,55044.782822012996,0,0,0,0,0,0,0,0,0,0,2018A
3,13,003206-9,2018,F,4,0.30684930086135903,28.1530055999756,0,0,126.999996309302,0,0,0,0,0,0,0,0,0,0,2018A
1,09,011762-2,2014,F,5,0.246575340628624,240.737701416016,0,0,21404.0005663733,0,0,0,0,0,0,0,0,0,0,2018A
1,01,024090-7,2009,F,3,7.405479249544441,11282.0108100176,0,0,22354.3323445977,0,0,1,6151,0,0,0,0,8,1814,2018A
3,11,015074-6,2017,F,4,0.495890408754349,22.2540988922119,0,0,66.0000008413805,0,0,0,0,0,0,0,0,0,0,2018A
1,01,003200-0,1999,M,5,0.504109561443329,332.808746337891,0,0,8338.9997984051,0,0,0,0,0,0,0,0,0,0,2018A
3,12,170488-8,2017,F,4,0.504109561443329,1315.65026855469,0,0,99478.0030682626,0,0,0,0,0,0,0,0,0,0,2018A
1,53,003281-6,2016,F,3,0.504109561443329,750.579223632813,0,0,63990.999331603496,0,0,0,0,0,0,0,0,0,0,2018A
1,18,025246-8,2018,F,3,5.51506844907999,12372.7612380981,0,0,53195.6273075842,0,0,0,0,0,0,0,0,0,0,2018A
1,37,014050-3,2013,M,3,2.8082191199064304,4700.07275772095,0,0,52559.147042667304,0,0,0,0,0,0,0,0,0,0,2018A
3,36,003362-6,2014,M,4,0.936986304819584,3090.11468505859,0,0,49957.3526712626,0,0,0,0,0,0,0,0,0,0,2018A
3,10,001291-2,2013,F,4,0.356164388358593,445.722724914551,0,0,27530.276803942,0,0,0,0,0,0,0,0,1,326,2018A
1,21,005376-7,2016,F,2,6.43287652730942,7490.100208282471,0,0,30472.311545791403,0,0,3,6981,0,0,0,0,1,76,2018A
3,18,001221-1,2009,M,5,5.169862877577541,6575.21071243286,0,0,19864.272243094398,0,0,0,0,0,0,0,0,0,0,2018A
2,12,009186-3,2015,M,4,0.22191780805587802,3564.66381835938,0,0,453391.995414651,0,0,0,0,0,0,0,0,0,0,2018A
3,13,001288-2,2013,J,5,0.756164371967316,1474.71502685547,0,0,63196.4556579116,0,0,0,0,0,0,0,0,0,0,2018A
1,14,005346-5,2012,F,4,0.15616437792778,249.491806030273,0,0,24.0,0,0,0,0,0,0,0,0,0,0,2018A
4,20,504019-1,2007,0,0,0.465753436088562,2033.4794921875,0,0,61843.9982523778,0,0,0,0,0,0,0,0,0,0,2018A
5,31,811116-2,2016,M,2,3.3068491593003304,2011.6229667663602,0,0,9895.62074285875,0,0,0,0,0,0,0,0,3,73,2018A
3,03,003428-2,2016,J,5,0.553424662444741,2346.5349168777498,0,0,225827.450328398,0,0,0,0,0,0,0,0,0,0,2018A
3,05,001389-7,2014,M,0,0.0,0.0,0,0,0.0,0,0,1,7037,0,0,0,0,0,0,2018A
1,05,001291-2,2013,F,3,0.6082191914319991,588.125701904297,0,0,30011.5040943213,0,0,0,0,0,0,0,0,0,0,2018A
1,21,004273-0,2008,F,5,7.91232850588858,6286.05830287933,0,0,14901.8194351056,0,0,0,0,0,0,0,0,1,105,2018A
1,20,002127-0,2014,F,4,12.8684927374125,13040.453877449,0,0,34014.404047307995,0,0,2,3622,0,0,0,0,3,1088,2018A
1,07,011119-8,2013,F,2,4.1780820786953,5739.43992614746,0,0,36628.2566762685,0,0,0,0,0,0,0,0,3,366,2018A
1,10,001066-9,2009,M,3,1.19726022938266,1297.1365914344801,0,0,18787.292867705,0,0,0,0,0,0,0,0,1,131,2018A
1,10,011157-0,2017,F,5,0.293150693178177,394.672119140625,0,0,74160.99692807559,0,0,0,0,0,0,0,0,0,0,2018A
3,38,002096-6,2010,M,5,9.51232861122116,22711.8786258698,0,0,80501.2991045512,0,0,0,0,0,0,0,0,0,0,2018A
3,19,025094-5,2011,F,2,0.49863013625145003,1227.75415039063,0,0,68056.9966876954,0,0,0,0,0,0,0,0,4,582,2018A
1,31,001418-4,2015,M,5,1.6958903223276103,1413.30122375488,0,0,27763.9748455998,0,0,0,0,0,0,0,0,0,0,2018A
3,15,015074-6,2010,J,0,2.0164382457733203,3264.7431640625,0,0,56909.7507882597,0,0,0,0,0,0,0,0,0,0,2018A
2,11,021251-2,2013,M,5,1.08219172805548,9442.66650390625,0,0,266996.329078564,0,0,0,0,0,0,0,0,0,0,2018A
1,11,005186-1,2012,F,2,0.679452070966363,883.2359447479249,0,0,33356.5812065563,0,0,0,0,0,0,0,0,0,0,2018A
1,22,025139-9,2010,M,0,0.48767122626304604,952.7377319335941,0,0,21660.9997067259,0,0,0,0,0,0,0,0,0,0,2018A
3,08,015093-2,2016,M,5,5.991780620068309,6864.649299621579,0,0,63201.6248197745,0,0,0,0,1,11370,0,0,0,0,2018A
1,11,004171-8,2000,F,2,6.36712304502726,5334.60301971436,0,0,10780.923025125501,0,0,0,0,0,0,0,0,1,76,2018A
1,11,014057-0,2008,J,0,0.542465727776289,430.131153106689,0,0,29337.6108804852,0,0,0,0,0,0,0,0,0,0,2018A
2,11,027066-0,2014,J,0,0.504109561443329,805.543334960938,0,0,72820.99870045179,0,0,0,0,0,0,0,0,0,0,2018A
3,13,005337-6,2013,F,3,0.40273973345756503,614.909851074219,0,0,60.9999991860114,0,0,0,0,0,0,0,0,0,0,2018A
1,38,002122-9,2014,F,3,11.838355731684699,13285.370159149199,0,0,29763.995770537203,0,0,4,5503,0,0,0,0,5,1786,2018A
1,16,999999-9,2010,J,4,1.5424657016992598,1557.26775550842,0,0,17060.4421359878,0,0,0,0,0,0,0,0,0,0,2018A
1,15,011119-8,2018,F,5,0.21643835306167603,302.34735107421903,0,0,64832.999594352696,0,0,0,0,0,0,0,0,0,0,2018A
2,14,005111-0,2008,M,3,0.504109561443329,577.7095947265631,0,0,32393.000138692598,0,0,0,0,0,0,0,0,0,0,2018A
1,11,011071-0,2005,0,0,1.50410956144333,1074.8053741455099,0,0,16246.343934248502,0,0,0,0,1,16676,0,0,0,0,2018A
1,02,004354-0,2010,M,2,2.6054793298244503,2440.06156158447,0,0,23186.281036677003,0,0,0,0,0,0,0,0,0,0,2018A
1,22,005281-7,2014,M,0,0.279452055692673,423.86666870117205,0,0,32723.999971418998,0,0,0,0,0,0,0,0,0,0,2018A
3,09,022163-5,2017,M,5,0.087671235203743,251.427154541016,0,0,119322.994727133,0,0,0,0,0,0,0,0,0,0,2018A
3,19,023149-5,2018,F,3,2.01917804777622,5782.023788452149,0,0,93909.7943461094,0,0,0,0,0,0,0,0,0,0,2018A
1,41,025208-5,2015,0,0,0.0958904102444649,79.5628433227539,0,0,38383.9996233157,0,0,0,0,0,0,0,0,0,0,2018A
4,11,003339-1,2011,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,470,2018A
1,08,005225-6,2006,F,4,11.649314854294099,11252.489223480201,0,0,22716.6451780012,0,0,2,6719,0,0,0,0,2,195,2018A
