,dia,horario,transacao,item,valor
26/11/2016 09:57:45,sabado,09:57:45,2079,Medialuna,3.0
26/11/2016 09:57:45,sabado,09:57:45,2079,Scandinavian,3.0
26/11/2016 09:57:45,sabado,09:57:45,2079,Coffee,1.5
26/11/2016 10:05:00,sabado,10:05:00,2080,Coffee,1.5
26/11/2016 10:08:42,sabado,10:08:42,2081,Coffee,1.5
26/11/2016 10:18:21,sabado,10:18:21,2082,Bread,2.0
26/11/2016 10:18:21,sabado,10:18:21,2082,Medialuna,3.0
26/11/2016 10:20:35,sabado,10:20:35,2083,Cake,4.0
26/11/2016 10:22:02,sabado,10:22:02,2084,Muffin,1.75
26/11/2016 10:22:02,sabado,10:22:02,2084,Coffee,1.5
26/11/2016 10:23:47,sabado,10:23:47,2085,Bread,2.0
26/11/2016 10:24:26,sabado,10:24:26,2086,Scandinavian,3.0
26/11/2016 10:27:41,sabado,10:27:41,2087,Muffin,1.75
26/11/2016 10:30:16,sabado,10:30:16,2088,Scandinavian,3.0
26/11/2016 10:31:30,sabado,10:31:30,2089,Coffee,1.5
26/11/2016 10:32:22,sabado,10:32:22,2090,Bread,2.0
26/11/2016 10:33:34,sabado,10:33:34,2091,Bread,2.0
26/11/2016 10:35:00,sabado,10:35:00,2092,Coffee,1.5
26/11/2016 10:35:00,sabado,10:35:00,2092,Medialuna,3.0
26/11/2016 10:36:58,sabado,10:36:58,2093,Bread,2.0
26/11/2016 10:40:28,sabado,10:40:28,2094,Medialuna,3.0
26/11/2016 10:40:28,sabado,10:40:28,2094,Bread,2.0
26/11/2016 10:40:28,sabado,10:40:28,2094,Tea,1.5
26/11/2016 10:40:28,sabado,10:40:28,2094,Coffee,1.5
26/11/2016 10:42:19,sabado,10:42:19,2095,Bread,2.0
26/11/2016 10:47:12,sabado,10:47:12,2096,Cake,4.0
26/11/2016 10:47:12,sabado,10:47:12,2096,Muffin,1.75
26/11/2016 10:47:12,sabado,10:47:12,2096,Muffin,1.75
26/11/2016 10:47:12,sabado,10:47:12,2096,Jam,2.0
26/11/2016 10:48:06,sabado,10:48:06,2097,Bread,2.0
26/11/2016 10:48:06,sabado,10:48:06,2097,Pastry,3.0
26/11/2016 10:51:19,sabado,10:51:19,2098,Coffee,1.5
26/11/2016 10:56:41,sabado,10:56:41,2099,Coffee,1.5
26/11/2016 10:57:04,sabado,10:57:04,2100,Scandinavian,3.0
26/11/2016 10:59:13,sabado,10:59:13,2101,Scandinavian,3.0
26/11/2016 11:01:12,sabado,11:01:12,2102,Pastry,3.0
26/11/2016 11:01:12,sabado,11:01:12,2102,Medialuna,3.0
26/11/2016 11:01:12,sabado,11:01:12,2102,Coffee,1.5
26/11/2016 11:02:59,sabado,11:02:59,2103,Medialuna,3.0
26/11/2016 11:02:59,sabado,11:02:59,2103,Pastry,3.0
26/11/2016 11:02:59,sabado,11:02:59,2103,Bread,2.0
26/11/2016 11:02:59,sabado,11:02:59,2103,Coffee,1.5
26/11/2016 11:06:13,sabado,11:06:13,2104,Medialuna,3.0
26/11/2016 11:06:13,sabado,11:06:13,2104,Bread,2.0
26/11/2016 11:15:37,sabado,11:15:37,2105,Coffee,1.5
26/11/2016 11:15:37,sabado,11:15:37,2105,Tea,1.5
26/11/2016 11:15:37,sabado,11:15:37,2105,Pastry,3.0
26/11/2016 11:17:16,sabado,11:17:16,2106,Coffee,1.5
26/11/2016 11:27:56,sabado,11:27:56,2107,Juice,3.75
26/11/2016 11:34:49,sabado,11:34:49,2108,Coffee,1.5
26/11/2016 11:34:49,sabado,11:34:49,2108,Coffee,1.5
26/11/2016 11:39:49,sabado,11:39:49,2109,Muffin,1.75
26/11/2016 11:39:49,sabado,11:39:49,2109,Cake,4.0
26/11/2016 11:39:49,sabado,11:39:49,2109,Pastry,3.0
26/11/2016 11:39:49,sabado,11:39:49,2109,Tea,1.5
26/11/2016 11:39:49,sabado,11:39:49,2109,Coffee,1.5
26/11/2016 11:39:49,sabado,11:39:49,2109,Coffee,1.5
26/11/2016 11:40:55,sabado,11:40:55,2110,Hot chocolate,2.5
26/11/2016 11:47:21,sabado,11:47:21,2111,Muffin,1.75
26/11/2016 11:53:54,sabado,11:53:54,2112,Tartine,3.0
26/11/2016 11:53:54,sabado,11:53:54,2112,Juice,3.75
26/11/2016 11:53:54,sabado,11:53:54,2112,Bread,2.0
26/11/2016 11:53:54,sabado,11:53:54,2112,Coffee,1.5
26/11/2016 11:55:23,sabado,11:55:23,2113,Coffee,1.5
26/11/2016 11:55:23,sabado,11:55:23,2113,Fudge,2.2
26/11/2016 12:00:24,sabado,12:00:24,2114,Coffee,1.5
26/11/2016 12:00:24,sabado,12:00:24,2114,Bread,2.0
26/11/2016 12:13:05,sabado,12:13:05,2115,Bread,2.0
26/11/2016 12:16:32,sabado,12:16:32,2116,Coffee,1.5
26/11/2016 12:16:32,sabado,12:16:32,2116,Tea,1.5
26/11/2016 12:18:07,sabado,12:18:07,2117,Coffee,1.5
26/11/2016 12:18:07,sabado,12:18:07,2117,Sandwich,6.0
26/11/2016 12:30:57,sabado,12:30:57,2118,Coffee,1.5
26/11/2016 12:30:57,sabado,12:30:57,2118,Coke,1.25
26/11/2016 12:30:57,sabado,12:30:57,2118,Sandwich,6.0
26/11/2016 12:33:01,sabado,12:33:01,2119,Scandinavian,3.0
26/11/2016 12:33:23,sabado,12:33:23,2120,Tea,1.5
26/11/2016 12:33:23,sabado,12:33:23,2120,Muffin,1.75
26/11/2016 12:35:13,sabado,12:35:13,2121,Bread,2.0
26/11/2016 12:35:13,sabado,12:35:13,2121,Scandinavian,3.0
26/11/2016 12:58:29,sabado,12:58:29,2122,Coffee,1.5
26/11/2016 12:58:29,sabado,12:58:29,2122,Coffee,1.5
26/11/2016 13:11:47,sabado,13:11:47,2123,Coffee,1.5
26/11/2016 13:11:47,sabado,13:11:47,2123,The Nomad,5.4
26/11/2016 13:11:47,sabado,13:11:47,2123,Tartine,3.0
26/11/2016 13:12:49,sabado,13:12:49,2124,Coffee,1.5
26/11/2016 13:12:49,sabado,13:12:49,2124,Coffee,1.5
26/11/2016 13:12:49,sabado,13:12:49,2124,Sandwich,6.0
26/11/2016 13:13:51,sabado,13:13:51,2125,Coffee,1.5
26/11/2016 13:13:51,sabado,13:13:51,2125,Alfajores,1.5
26/11/2016 13:17:01,sabado,13:17:01,2126,Coffee,1.5
26/11/2016 13:17:01,sabado,13:17:01,2126,Tea,1.5
26/11/2016 13:20:06,sabado,13:20:06,2127,Scandinavian,3.0
26/11/2016 13:21:09,sabado,13:21:09,2128,Bread,2.0
26/11/2016 13:23:01,sabado,13:23:01,2129,Mineral water,1.25
26/11/2016 13:29:41,sabado,13:29:41,2130,Alfajores,1.5
26/11/2016 13:29:41,sabado,13:29:41,2130,Muffin,1.75
26/11/2016 13:29:41,sabado,13:29:41,2130,Cake,4.0
26/11/2016 13:32:00,sabado,13:32:00,2131,Tea,1.5
26/11/2016 13:33:30,sabado,13:33:30,2132,Bread,2.0
26/11/2016 13:41:15,sabado,13:41:15,2133,Bread,2.0
26/11/2016 13:45:25,sabado,13:45:25,2134,Scandinavian,3.0
26/11/2016 13:57:23,sabado,13:57:23,2135,Coffee,1.5
26/11/2016 13:57:23,sabado,13:57:23,2135,Bread,2.0
26/11/2016 13:57:23,sabado,13:57:23,2135,Sandwich,6.0
26/11/2016 14:09:08,sabado,14:09:08,2136,Hot chocolate,2.5
26/11/2016 14:09:08,sabado,14:09:08,2136,Tea,1.5
26/11/2016 14:13:58,sabado,14:13:58,2137,Muffin,1.75
26/11/2016 14:14:31,sabado,14:14:31,2138,Sandwich,6.0
26/11/2016 14:14:31,sabado,14:14:31,2138,Coffee,1.5
26/11/2016 14:22:18,sabado,14:22:18,2140,Bread,2.0
26/11/2016 14:25:35,sabado,14:25:35,2141,Muffin,1.75
26/11/2016 14:25:35,sabado,14:25:35,2141,Coffee,1.5
26/11/2016 14:27:39,sabado,14:27:39,2142,Coffee,1.5
26/11/2016 14:27:39,sabado,14:27:39,2142,Coffee,1.5
26/11/2016 14:27:39,sabado,14:27:39,2142,Pastry,3.0
26/11/2016 14:27:39,sabado,14:27:39,2142,Cake,4.0
26/11/2016 14:29:48,sabado,14:29:48,2143,Tea,1.5
26/11/2016 14:29:48,sabado,14:29:48,2143,Hot chocolate,2.5
26/11/2016 14:29:48,sabado,14:29:48,2143,Cookies,1.5
26/11/2016 14:29:48,sabado,14:29:48,2143,Cake,4.0
26/11/2016 14:38:24,sabado,14:38:24,2144,Cake,4.0
26/11/2016 14:47:30,sabado,14:47:30,2145,Sandwich,6.0
26/11/2016 14:47:30,sabado,14:47:30,2145,Bread,2.0
26/11/2016 14:54:40,sabado,14:54:40,2146,Bakewell,3.7
26/11/2016 14:54:40,sabado,14:54:40,2146,Coffee,1.5
26/11/2016 14:56:01,sabado,14:56:01,2147,Alfajores,1.5
26/11/2016 14:56:01,sabado,14:56:01,2147,Bread,2.0
26/11/2016 14:56:01,sabado,14:56:01,2147,Tea,1.5
26/11/2016 15:31:47,sabado,15:31:47,2148,Sandwich,6.0
26/11/2016 15:31:47,sabado,15:31:47,2148,Medialuna,3.0
26/11/2016 15:31:47,sabado,15:31:47,2148,Tea,1.5
26/11/2016 15:31:47,sabado,15:31:47,2148,Coffee,1.5
26/11/2016 15:34:36,sabado,15:34:36,2149,Bread,2.0
26/11/2016 15:34:36,sabado,15:34:36,2149,Tea,1.5
26/11/2016 15:34:36,sabado,15:34:36,2149,Alfajores,1.5
26/11/2016 15:34:36,sabado,15:34:36,2149,Medialuna,3.0
26/11/2016 15:44:34,sabado,15:44:34,2150,Bread,2.0
26/11/2016 15:44:34,sabado,15:44:34,2150,Muffin,1.75
26/11/2016 15:44:34,sabado,15:44:34,2150,Coffee,1.5
26/11/2016 15:46:40,sabado,15:46:40,2151,Hot chocolate,2.5
26/11/2016 15:46:40,sabado,15:46:40,2151,Bread,2.0
26/11/2016 15:46:40,sabado,15:46:40,2151,Muffin,1.75
26/11/2016 15:46:40,sabado,15:46:40,2151,Coffee,1.5
26/11/2016 15:46:40,sabado,15:46:40,2151,Pastry,3.0
26/11/2016 16:07:29,sabado,16:07:29,2152,Tea,1.5
26/11/2016 16:07:29,sabado,16:07:29,2152,Alfajores,1.5
26/11/2016 16:08:28,sabado,16:08:28,2153,Bakewell,3.7
26/11/2016 16:08:28,sabado,16:08:28,2153,Cake,4.0
26/11/2016 16:19:19,sabado,16:19:19,2154,Focaccia,3.1
26/11/2016 16:34:53,sabado,16:34:53,2155,Tea,1.5
26/11/2016 16:34:53,sabado,16:34:53,2155,Pastry,3.0
26/11/2016 16:34:53,sabado,16:34:53,2155,Bakewell,3.7
26/11/2016 16:47:49,sabado,16:47:49,2156,Alfajores,1.5
26/11/2016 16:47:49,sabado,16:47:49,2156,Alfajores,1.5
26/11/2016 16:47:49,sabado,16:47:49,2156,Coffee,1.5
26/11/2016 16:47:49,sabado,16:47:49,2156,Coffee,1.5
26/11/2016 16:47:49,sabado,16:47:49,2156,Coffee,1.5
26/11/2016 16:50:05,sabado,16:50:05,2157,Coffee,1.5
26/11/2016 16:50:05,sabado,16:50:05,2157,Alfajores,1.5
27/11/2016 09:28:07,domingo,09:28:07,2158,Coffee,1.5
27/11/2016 09:28:07,domingo,09:28:07,2158,The Nomad,5.4
27/11/2016 09:28:07,domingo,09:28:07,2158,Bread,2.0
27/11/2016 09:54:36,domingo,09:54:36,2159,Coffee,1.5
27/11/2016 09:58:21,domingo,09:58:21,2160,Coffee,1.5
27/11/2016 09:58:21,domingo,09:58:21,2160,Jammie Dodgers,1.4
27/11/2016 09:58:21,domingo,09:58:21,2160,Juice,3.75
27/11/2016 09:59:57,domingo,09:59:57,2161,Medialuna,3.0
27/11/2016 10:03:29,domingo,10:03:29,2162,Coffee,1.5
27/11/2016 10:03:29,domingo,10:03:29,2162,Tea,1.5
27/11/2016 10:03:29,domingo,10:03:29,2162,Juice,3.75
27/11/2016 10:03:29,domingo,10:03:29,2162,Smoothies,5.0
27/11/2016 10:03:29,domingo,10:03:29,2162,Jammie Dodgers,1.4
27/11/2016 10:03:29,domingo,10:03:29,2162,Muffin,1.75
27/11/2016 10:03:29,domingo,10:03:29,2162,Juice,3.75
27/11/2016 10:03:29,domingo,10:03:29,2162,Bakewell,3.7
27/11/2016 10:05:06,domingo,10:05:06,2163,Cake,4.0
27/11/2016 10:05:06,domingo,10:05:06,2163,Pastry,3.0
27/11/2016 10:08:03,domingo,10:08:03,2164,Coffee,1.5
27/11/2016 10:08:03,domingo,10:08:03,2164,Brownie,3.3
27/11/2016 10:10:53,domingo,10:10:53,2165,Juice,3.75
27/11/2016 10:10:53,domingo,10:10:53,2165,Jammie Dodgers,1.4
27/11/2016 10:23:03,domingo,10:23:03,2166,Coffee,1.5
27/11/2016 10:27:40,domingo,10:27:40,2167,Coffee,1.5
27/11/2016 10:27:40,domingo,10:27:40,2167,Bakewell,3.7
27/11/2016 10:34:24,domingo,10:34:24,2168,Bread,2.0
27/11/2016 10:34:24,domingo,10:34:24,2168,Tea,1.5
27/11/2016 10:34:24,domingo,10:34:24,2168,Pastry,3.0
27/11/2016 10:48:12,domingo,10:48:12,2169,Bread,2.0
27/11/2016 10:48:12,domingo,10:48:12,2169,Coffee,1.5
27/11/2016 10:48:12,domingo,10:48:12,2169,Bread,2.0
27/11/2016 10:48:12,domingo,10:48:12,2169,Hot chocolate,2.5
27/11/2016 10:51:20,domingo,10:51:20,2170,Pastry,3.0
27/11/2016 10:51:20,domingo,10:51:20,2170,Coffee,1.5
27/11/2016 10:51:20,domingo,10:51:20,2170,Hot chocolate,2.5
27/11/2016 10:53:06,domingo,10:53:06,2171,Bread,2.0
27/11/2016 10:53:06,domingo,10:53:06,2171,Bread,2.0
27/11/2016 10:53:06,domingo,10:53:06,2171,Coffee,1.5
27/11/2016 10:55:20,domingo,10:55:20,2172,Alfajores,1.5
27/11/2016 10:55:20,domingo,10:55:20,2172,Pastry,3.0
27/11/2016 10:59:57,domingo,10:59:57,2173,Bread,2.0
27/11/2016 11:02:01,domingo,11:02:01,2174,Coffee,1.5
27/11/2016 11:02:01,domingo,11:02:01,2174,Hot chocolate,2.5
27/11/2016 11:02:01,domingo,11:02:01,2174,Muffin,1.75
27/11/2016 11:08:29,domingo,11:08:29,2175,Bread,2.0
27/11/2016 11:08:29,domingo,11:08:29,2175,Coffee,1.5
27/11/2016 11:08:29,domingo,11:08:29,2175,Coffee,1.5
27/11/2016 11:08:29,domingo,11:08:29,2175,Smoothies,5.0
27/11/2016 11:08:29,domingo,11:08:29,2175,Pastry,3.0
27/11/2016 11:14:35,domingo,11:14:35,2176,Brownie,3.3
27/11/2016 11:14:35,domingo,11:14:35,2176,Hot chocolate,2.5
27/11/2016 11:14:35,domingo,11:14:35,2176,Coffee,1.5
27/11/2016 11:17:13,domingo,11:17:13,2177,Tartine,3.0
27/11/2016 11:17:13,domingo,11:17:13,2177,Hearty & Seasonal,6.0
27/11/2016 11:17:32,domingo,11:17:32,2178,Fudge,2.2
27/11/2016 11:18:45,domingo,11:18:45,2179,Bread,2.0
27/11/2016 11:20:08,domingo,11:20:08,2180,Coffee,1.5
27/11/2016 11:21:34,domingo,11:21:34,2181,Coffee,1.5
27/11/2016 11:21:34,domingo,11:21:34,2181,Keeping It Local,6.0
27/11/2016 11:23:45,domingo,11:23:45,2182,Coffee,1.5
27/11/2016 11:23:45,domingo,11:23:45,2182,Tea,1.5
27/11/2016 11:23:45,domingo,11:23:45,2182,Medialuna,3.0
27/11/2016 11:25:50,domingo,11:25:50,2183,Medialuna,3.0
27/11/2016 11:25:50,domingo,11:25:50,2183,Jammie Dodgers,1.4
27/11/2016 11:25:50,domingo,11:25:50,2183,Tea,1.5
27/11/2016 11:25:50,domingo,11:25:50,2183,Hot chocolate,2.5
27/11/2016 11:25:50,domingo,11:25:50,2183,Muffin,1.75
27/11/2016 11:27:36,domingo,11:27:36,2184,Coffee,1.5
27/11/2016 11:28:58,domingo,11:28:58,2185,Coffee,1.5
27/11/2016 11:28:58,domingo,11:28:58,2185,Keeping It Local,6.0
27/11/2016 11:30:29,domingo,11:30:29,2186,Coffee,1.5
27/11/2016 11:30:29,domingo,11:30:29,2186,Medialuna,3.0
27/11/2016 11:30:29,domingo,11:30:29,2186,Coffee,1.5
27/11/2016 11:32:05,domingo,11:32:05,2187,Bread,2.0
27/11/2016 11:32:05,domingo,11:32:05,2187,Hot chocolate,2.5
27/11/2016 11:32:05,domingo,11:32:05,2187,Medialuna,3.0
27/11/2016 11:36:20,domingo,11:36:20,2188,Bread,2.0
27/11/2016 11:42:42,domingo,11:42:42,2189,Bread,2.0
27/11/2016 11:49:49,domingo,11:49:49,2190,Muffin,1.75
27/11/2016 11:49:49,domingo,11:49:49,2190,Muffin,1.75
27/11/2016 11:49:49,domingo,11:49:49,2190,Brownie,3.3
27/11/2016 11:49:49,domingo,11:49:49,2190,Alfajores,1.5
27/11/2016 11:49:49,domingo,11:49:49,2190,Hot chocolate,2.5
27/11/2016 11:49:49,domingo,11:49:49,2190,Coffee,1.5
27/11/2016 11:49:49,domingo,11:49:49,2190,Coffee,1.5
27/11/2016 11:55:11,domingo,11:55:11,2191,Pastry,3.0
27/11/2016 11:59:45,domingo,11:59:45,2192,Brownie,3.3
27/11/2016 11:59:45,domingo,11:59:45,2192,Coffee,1.5
27/11/2016 12:15:10,domingo,12:15:10,2193,Jammie Dodgers,1.4
27/11/2016 12:16:44,domingo,12:16:44,2194,Coffee,1.5
27/11/2016 12:16:44,domingo,12:16:44,2194,Hearty & Seasonal,6.0
27/11/2016 12:21:01,domingo,12:21:01,2195,Art Tray,6.4
27/11/2016 12:21:01,domingo,12:21:01,2195,Hearty & Seasonal,6.0
27/11/2016 12:21:01,domingo,12:21:01,2195,Hearty & Seasonal,6.0
27/11/2016 12:21:01,domingo,12:21:01,2195,Tea,1.5
27/11/2016 12:21:01,domingo,12:21:01,2195,Coffee,1.5
27/11/2016 12:30:35,domingo,12:30:35,2196,Coffee,1.5
27/11/2016 12:30:35,domingo,12:30:35,2196,Coffee,1.5
27/11/2016 12:30:35,domingo,12:30:35,2196,Coffee,1.5
27/11/2016 12:30:35,domingo,12:30:35,2196,Alfajores,1.5
27/11/2016 12:30:35,domingo,12:30:35,2196,Brownie,3.3
27/11/2016 12:35:12,domingo,12:35:12,2197,Coffee,1.5
27/11/2016 12:35:12,domingo,12:35:12,2197,Coffee,1.5
27/11/2016 12:35:12,domingo,12:35:12,2197,Medialuna,3.0
27/11/2016 12:35:12,domingo,12:35:12,2197,Hearty & Seasonal,6.0
27/11/2016 12:45:08,domingo,12:45:08,2198,Coffee,1.5
27/11/2016 12:45:08,domingo,12:45:08,2198,Bread,2.0
27/11/2016 12:45:08,domingo,12:45:08,2198,Farm House,2.0
27/11/2016 12:52:30,domingo,12:52:30,2199,Farm House,2.0
27/11/2016 12:56:13,domingo,12:56:13,2200,Coffee,1.5
27/11/2016 12:56:13,domingo,12:56:13,2200,Tea,1.5
27/11/2016 12:56:13,domingo,12:56:13,2200,Cake,4.0
27/11/2016 12:58:50,domingo,12:58:50,2201,Hearty & Seasonal,6.0
27/11/2016 12:58:50,domingo,12:58:50,2201,Tea,1.5
27/11/2016 13:15:14,domingo,13:15:14,2202,Hot chocolate,2.5
27/11/2016 13:15:14,domingo,13:15:14,2202,Coffee,1.5
27/11/2016 13:15:14,domingo,13:15:14,2202,Coffee,1.5
27/11/2016 13:16:59,domingo,13:16:59,2203,Bakewell,3.7
27/11/2016 13:16:59,domingo,13:16:59,2203,Cake,4.0
27/11/2016 13:38:04,domingo,13:38:04,2204,Coffee,1.5
27/11/2016 13:38:04,domingo,13:38:04,2204,Hearty & Seasonal,6.0
27/11/2016 13:44:51,domingo,13:44:51,2205,Coffee,1.5
27/11/2016 13:44:51,domingo,13:44:51,2205,Muffin,1.75
27/11/2016 13:46:49,domingo,13:46:49,2206,Cake,4.0
27/11/2016 13:46:49,domingo,13:46:49,2206,Brownie,3.3
27/11/2016 14:00:18,domingo,14:00:18,2207,Coffee,1.5
27/11/2016 14:00:18,domingo,14:00:18,2207,Coffee,1.5
27/11/2016 14:00:18,domingo,14:00:18,2207,Sandwich,6.0
27/11/2016 14:00:18,domingo,14:00:18,2207,Bakewell,3.7
27/11/2016 14:00:18,domingo,14:00:18,2207,Cookies,1.5
27/11/2016 14:00:18,domingo,14:00:18,2207,Art Tray,6.4
27/11/2016 14:00:58,domingo,14:00:58,2208,Bakewell,3.7
27/11/2016 14:32:49,domingo,14:32:49,2209,Coffee,1.5
27/11/2016 14:42:53,domingo,14:42:53,2210,Coffee,1.5
27/11/2016 14:42:53,domingo,14:42:53,2210,Coffee,1.5
27/11/2016 14:42:53,domingo,14:42:53,2210,Medialuna,3.0
27/11/2016 14:42:53,domingo,14:42:53,2210,Cookies,1.5
27/11/2016 14:45:24,domingo,14:45:24,2211,Alfajores,1.5
27/11/2016 14:45:24,domingo,14:45:24,2211,Cake,4.0
27/11/2016 14:45:24,domingo,14:45:24,2211,Coffee,1.5
27/11/2016 14:45:24,domingo,14:45:24,2211,Coffee,1.5
27/11/2016 14:46:51,domingo,14:46:51,2212,Fudge,2.2
27/11/2016 15:37:58,domingo,15:37:58,2213,Mineral water,1.25
27/11/2016 15:43:01,domingo,15:43:01,2214,Brownie,3.3
27/11/2016 15:43:01,domingo,15:43:01,2214,Bakewell,3.7
27/11/2016 15:43:01,domingo,15:43:01,2214,Bread,2.0
27/11/2016 15:43:01,domingo,15:43:01,2214,Coffee,1.5
27/11/2016 15:51:15,domingo,15:51:15,2215,Coffee,1.5
27/11/2016 15:51:15,domingo,15:51:15,2215,Tea,1.5
27/11/2016 16:12:22,domingo,16:12:22,2216,Coffee,1.5
28/11/2016 07:44:17,segunda,07:44:17,2217,Coffee,1.5
28/11/2016 07:44:17,segunda,07:44:17,2217,Bread,2.0
28/11/2016 07:49:40,segunda,07:49:40,2218,Pastry,3.0
28/11/2016 08:14:50,segunda,08:14:50,2219,Bread,2.0
28/11/2016 08:38:56,segunda,08:38:56,2220,Medialuna,3.0
28/11/2016 08:38:56,segunda,08:38:56,2220,Coffee,1.5
28/11/2016 09:01:37,segunda,09:01:37,2221,Coffee,1.5
28/11/2016 09:14:26,segunda,09:14:26,2222,Ella's Kitchen Pouches,3.0
28/11/2016 09:14:26,segunda,09:14:26,2222,Coffee,1.5
28/11/2016 09:45:33,segunda,09:45:33,2223,Coffee,1.5
28/11/2016 09:45:33,segunda,09:45:33,2223,Pastry,3.0
28/11/2016 09:52:24,segunda,09:52:24,2224,Coffee,1.5
28/11/2016 10:12:36,segunda,10:12:36,2225,Coffee,1.5
28/11/2016 10:12:36,segunda,10:12:36,2225,Tartine,3.0
28/11/2016 10:20:40,segunda,10:20:40,2226,Bread,2.0
28/11/2016 10:35:08,segunda,10:35:08,2227,Coffee,1.5
28/11/2016 10:48:46,segunda,10:48:46,2228,Tea,1.5
28/11/2016 10:48:46,segunda,10:48:46,2228,Coffee,1.5
28/11/2016 10:51:54,segunda,10:51:54,2229,Coffee,1.5
28/11/2016 10:51:54,segunda,10:51:54,2229,Coffee,1.5
28/11/2016 10:51:54,segunda,10:51:54,2229,Medialuna,3.0
28/11/2016 10:51:54,segunda,10:51:54,2229,Pastry,3.0
28/11/2016 11:10:12,segunda,11:10:12,2230,Pastry,3.0
28/11/2016 11:10:12,segunda,11:10:12,2230,Coffee,1.5
28/11/2016 11:11:09,segunda,11:11:09,2231,Coffee,1.5
28/11/2016 11:11:09,segunda,11:11:09,2231,Medialuna,3.0
28/11/2016 11:30:39,segunda,11:30:39,2232,Tea,1.5
28/11/2016 11:30:39,segunda,11:30:39,2232,Coffee,1.5
28/11/2016 11:30:39,segunda,11:30:39,2232,Keeping It Local,6.0
28/11/2016 11:46:52,segunda,11:46:52,2234,Pastry,3.0
28/11/2016 11:46:52,segunda,11:46:52,2234,Bread,2.0
28/11/2016 11:46:52,segunda,11:46:52,2234,Cookies,1.5
28/11/2016 11:46:52,segunda,11:46:52,2234,Coffee,1.5
28/11/2016 11:46:52,segunda,11:46:52,2234,Bread,2.0
28/11/2016 12:05:00,segunda,12:05:00,2235,Jam,2.0
28/11/2016 12:05:00,segunda,12:05:00,2235,Sandwich,6.0
28/11/2016 12:05:00,segunda,12:05:00,2235,Bread,2.0
28/11/2016 12:05:00,segunda,12:05:00,2235,Smoothies,5.0
28/11/2016 12:06:37,segunda,12:06:37,2236,Bread,2.0
28/11/2016 12:06:37,segunda,12:06:37,2236,Cookies,1.5
28/11/2016 12:26:23,segunda,12:26:23,2237,Bread,2.0
28/11/2016 12:56:40,segunda,12:56:40,2238,Cookies,1.5
28/11/2016 12:56:40,segunda,12:56:40,2238,Coffee,1.5
28/11/2016 12:56:40,segunda,12:56:40,2238,Coffee,1.5
28/11/2016 13:10:23,segunda,13:10:23,2239,Sandwich,6.0
28/11/2016 13:27:44,segunda,13:27:44,2241,Hot chocolate,2.5
28/11/2016 13:31:05,segunda,13:31:05,2242,Bread,2.0
28/11/2016 13:31:05,segunda,13:31:05,2242,Coffee,1.5
28/11/2016 13:31:05,segunda,13:31:05,2242,Bakewell,3.7
28/11/2016 13:31:05,segunda,13:31:05,2242,Lemon and coconut,4.2
28/11/2016 13:38:06,segunda,13:38:06,2243,Coffee,1.5
28/11/2016 13:58:40,segunda,13:58:40,2244,Coffee,1.5
28/11/2016 13:58:40,segunda,13:58:40,2244,Coffee,1.5
28/11/2016 13:58:40,segunda,13:58:40,2244,Lemon and coconut,4.2
28/11/2016 13:58:40,segunda,13:58:40,2244,Sandwich,6.0
28/11/2016 14:05:23,segunda,14:05:23,2245,Tea,1.5
28/11/2016 14:09:14,segunda,14:09:14,2246,Bread,2.0
28/11/2016 14:09:14,segunda,14:09:14,2246,Coffee,1.5
28/11/2016 14:48:33,segunda,14:48:33,2248,Bread,2.0
28/11/2016 15:08:12,segunda,15:08:12,2249,Bread,2.0
28/11/2016 15:12:14,segunda,15:12:14,2250,Coffee,1.5
28/11/2016 15:24:13,segunda,15:24:13,2251,Coffee,1.5
28/11/2016 15:24:13,segunda,15:24:13,2251,Hot chocolate,2.5
28/11/2016 15:24:13,segunda,15:24:13,2251,Pastry,3.0
28/11/2016 15:24:13,segunda,15:24:13,2251,Cake,4.0
28/11/2016 15:27:36,segunda,15:27:36,2252,Bread,2.0
28/11/2016 15:28:16,segunda,15:28:16,2253,Bread,2.0
28/11/2016 15:58:23,segunda,15:58:23,2254,Bread,2.0
28/11/2016 16:03:39,segunda,16:03:39,2255,Coffee,1.5
28/11/2016 16:03:39,segunda,16:03:39,2255,Coffee,1.5
28/11/2016 16:14:13,segunda,16:14:13,2256,Bread,2.0
28/11/2016 16:14:13,segunda,16:14:13,2256,Tea,1.5
28/11/2016 16:14:13,segunda,16:14:13,2256,Lemon and coconut,4.2
28/11/2016 16:14:13,segunda,16:14:13,2256,Cake,4.0
28/11/2016 16:19:01,segunda,16:19:01,2257,Pastry,3.0
28/11/2016 16:19:01,segunda,16:19:01,2257,Medialuna,3.0
28/11/2016 16:19:01,segunda,16:19:01,2257,Coffee,1.5
28/11/2016 16:19:01,segunda,16:19:01,2257,Tea,1.5
28/11/2016 16:25:25,segunda,16:25:25,2258,Bread,2.0
28/11/2016 16:45:21,segunda,16:45:21,2259,Tea,1.5
28/11/2016 16:45:21,segunda,16:45:21,2259,Coffee,1.5
28/11/2016 16:45:21,segunda,16:45:21,2259,Tiffin,3.4
28/11/2016 16:45:21,segunda,16:45:21,2259,Cookies,1.5
28/11/2016 16:45:21,segunda,16:45:21,2259,Ella's Kitchen Pouches,3.0
28/11/2016 17:17:58,segunda,17:17:58,2260,Coffee,1.5
29/11/2016 08:27:36,terca,08:27:36,2261,Pastry,3.0
